RECLOC,ORIG_CD,DEST_CD,DEP_DTML,ARR_DTML
7159,Calicut,Bengaluru,08:10,09:20
7159,Calicut,Bengaluru,08:10,09:30
7159,Calicut,Bengaluru,08:10,09:30
2487,Calicut,Bengaluru,15:00,16:10
909,Nagpur,Bengaluru,06:15,07:55
909,Nagpur,Bengaluru,06:15,07:55
317,Nagpur,Bengaluru,10:55,12:30
7172,Madurai,Bengaluru,08:00,09:20
7217,Madurai,Bengaluru,11:35,13:00
7217,Madurai,Bengaluru,11:35,16:30
7219,Madurai,Bengaluru,17:55,19:15
2033,Bagdogra,Bengaluru,09:15,12:20
2033,Bagdogra,Bengaluru,09:15,12:35
541,Lucknow,Bengaluru,06:05,08:35
325,Lucknow,Bengaluru,10:10,12:40
325,Lucknow,Bengaluru,10:10,12:40
344,Kochi,Bengaluru,06:50,07:55
344,Kochi,Bengaluru,06:50,07:55
537,Kochi,Bengaluru,08:35,09:45
537,Kochi,Bengaluru,08:35,09:45
592,Kochi,Bengaluru,09:40,10:45
592,Kochi,Bengaluru,09:40,10:55
592,Kochi,Bengaluru,09:50,10:45
592,Kochi,Bengaluru,09:50,10:55
528,Kochi,Bengaluru,14:50,15:55
6893,Kochi,Bengaluru,19:50,21:05
682,Kochi,Bengaluru,22:10,23:20
6345,Kochi,Bengaluru,05:30,06:40
847,Kochi,Bengaluru,14:25,15:35
6893,Kochi,Bengaluru,17:40,18:50
322,Kochi,Bengaluru,20:30,22:20
199,Mumbai,Bengaluru,05:35,07:10
715,Mumbai,Bengaluru,07:05,09:10
5323,Mumbai,Bengaluru,07:55,09:45
236,Mumbai,Bengaluru,09:30,11:25
236,Mumbai,Bengaluru,09:30,11:25
5354,Mumbai,Bengaluru,10:30,12:20
5354,Mumbai,Bengaluru,10:30,12:40
5329,Mumbai,Bengaluru,12:15,14:00
5329,Mumbai,Bengaluru,12:15,15:40
5396,Mumbai,Bengaluru,16:30,18:25
6533,Mumbai,Bengaluru,17:25,19:05
463,Mumbai,Bengaluru,18:00,19:55
5349,Mumbai,Bengaluru,23:15,01:10
287,Visakhapatnam,Bengaluru,07:35,09:15
287,Visakhapatnam,Bengaluru,07:35,09:15
7239,Visakhapatnam,Bengaluru,13:00,15:20
7239,Visakhapatnam,Bengaluru,13:00,15:20
452,Visakhapatnam,Bengaluru,14:40,16:15
216,Visakhapatnam,Bengaluru,18:50,20:35
216,Visakhapatnam,Bengaluru,18:50,20:35
216,Visakhapatnam,Bengaluru,18:50,20:35
216,Visakhapatnam,Bengaluru,18:50,20:35
7113,Rajahmundry,Bengaluru,09:00,11:00
7113,Rajahmundry,Bengaluru,09:00,11:00
7232,Rajahmundry,Bengaluru,20:35,22:25
805,Patna,Bengaluru,14:50,17:40
178,Patna,Bengaluru,18:20,21:05
178,Patna,Bengaluru,18:20,21:05
6413,Jodhpur,Bengaluru,14:05,16:40
6413,Jodhpur,Bengaluru,14:05,16:40
6413,Jodhpur,Bengaluru,14:05,16:40
6136,Dehradun,Bengaluru,16:00,19:00
6136,Dehradun,Bengaluru,16:00,19:00
152,Port Blair,Bengaluru,14:30,17:10
152,Port Blair,Bengaluru,14:30,17:10
823,Ahmedabad,Bengaluru,08:55,11:00
823,Ahmedabad,Bengaluru,08:55,11:00
823,Ahmedabad,Bengaluru,08:55,11:00
157,Ahmedabad,Bengaluru,20:00,22:40
157,Ahmedabad,Bengaluru,20:00,22:40
642,Jaipur,Bengaluru,09:00,11:30
642,Jaipur,Bengaluru,09:00,11:40
498,Jaipur,Bengaluru,12:15,14:40
373,Jaipur,Bengaluru,09:10,11:45
373,Jaipur,Bengaluru,09:10,11:45
373,Jaipur,Bengaluru,09:10,11:45
373,Jaipur,Bengaluru,09:10,11:45
6268,Jaipur,Bengaluru,19:40,22:40
6268,Jaipur,Bengaluru,19:40,22:40
482,Jaipur,Bengaluru,22:15,00:45
482,Jaipur,Bengaluru,22:15,00:45
7203,Vijayawada,Bengaluru,08:15,09:50
7133,Vijayawada,Bengaluru,17:35,19:10
7133,Vijayawada,Bengaluru,17:35,19:10
997,Ranchi,Bengaluru,20:20,22:50
997,Ranchi,Bengaluru,20:20,22:50
997,Ranchi,Bengaluru,20:20,22:50
997,Ranchi,Bengaluru,20:20,23:00
345,Indore,Bengaluru,09:25,11:20
708,Indore,Bengaluru,19:05,21:10
393,Indore,Bengaluru,15:00,17:00
393,Indore,Bengaluru,15:00,17:00
808,Vadodara,Bengaluru,16:00,18:00
406,Raipur,Bengaluru,10:20,11:45
406,Raipur,Bengaluru,10:20,12:10
492,Raipur,Bengaluru,14:40,16:25
412,Raipur,Bengaluru,21:15,23:10
412,Raipur,Bengaluru,21:15,23:10
7242,Tuticorin,Bengaluru,08:20,09:55
593,Chandigarh,Bengaluru,14:40,17:50
681,Pune,Bengaluru,02:00,03:30
681,Pune,Bengaluru,02:00,03:30
819,Pune,Bengaluru,04:50,06:25
391,Pune,Bengaluru,07:20,08:45
391,Pune,Bengaluru,07:20,08:45
103,Pune,Bengaluru,22:20,00:05
103,Pune,Bengaluru,22:20,00:05
979,Udaipur,Bengaluru,13:20,16:00
979,Udaipur,Bengaluru,13:20,16:00
7106,Tirupati,Bengaluru,07:55,08:50
7106,Tirupati,Bengaluru,07:55,08:50
7332,Tirupati,Bengaluru,20:10,21:10
7233,Belgaum,Bengaluru,13:45,15:05
7233,Belgaum,Bengaluru,13:45,15:30
316,Guwahati,Bengaluru,17:30,20:45
478,Guwahati,Bengaluru,20:00,23:40
6847,Chennai,Bengaluru,10:00,10:55
6847,Chennai,Bengaluru,10:00,10:55
516,Chennai,Bengaluru,19:05,20:15
6005,Chennai,Bengaluru,21:20,22:50
7161,Hubli,Bengaluru,20:15,21:25
7161,Hubli,Bengaluru,15:30,16:35
7161,Hubli,Bengaluru,15:30,16:35
5034,Surat,Bengaluru,08:55,10:50
5034,Surat,Bengaluru,08:55,11:00
347,Coimbatore,Bengaluru,09:20,10:15
347,Coimbatore,Bengaluru,09:20,10:15
347,Coimbatore,Bengaluru,09:20,10:30
532,Coimbatore,Bengaluru,14:30,15:40
7973,Kannur,Bengaluru,21:55,23:15
7973,Kannur,Bengaluru,16:05,17:20
7109,Kannur,Bengaluru,20:00,20:55
7109,Kannur,Bengaluru,20:00,20:55
538,Bhopal,Bengaluru,13:00,14:55
538,Bhopal,Bengaluru,13:00,15:00
386,Agartala,Bengaluru,14:50,18:30
386,Agartala,Bengaluru,14:50,18:30
7237,Tiruchirappalli,Bengaluru,09:10,10:15
7739,Tiruchirappalli,Bengaluru,21:20,22:30
477,Goa,Bengaluru,08:15,09:20
491,Goa,Bengaluru,12:10,13:25
281,Goa,Bengaluru,21:15,22:30
281,Goa,Bengaluru,21:15,22:30
281,Goa,Bengaluru,21:15,22:30
281,Goa,Bengaluru,21:15,22:30
6323,Goa,Bengaluru,23:05,01:00
6323,Goa,Bengaluru,23:05,01:00
714,Goa,Bengaluru,14:15,15:45
369,Goa,Bengaluru,20:20,21:40
345,Kolkata,Bengaluru,09:45,12:20
958,Kolkata,Bengaluru,14:10,16:40
994,Kolkata,Bengaluru,15:30,17:55
6965,Kolkata,Bengaluru,15:40,18:15
6965,Kolkata,Bengaluru,15:40,18:25
342,Kolkata,Bengaluru,20:25,23:00
716,Kolkata,Bengaluru,21:30,00:05
8033,Kolkata,Bengaluru,23:40,02:10
204,Srinagar,Bengaluru,09:30,12:55
433,Mangalore,Bengaluru,08:25,09:25
433,Mangalore,Bengaluru,08:25,09:25
172,Mangalore,Bengaluru,10:50,11:35
172,Mangalore,Bengaluru,10:50,12:00
347,Mangalore,Bengaluru,14:30,15:40
388,Mangalore,Bengaluru,19:30,20:35
388,Mangalore,Bengaluru,19:30,20:35
877,Mangalore,Bengaluru,23:00,23:55
877,Mangalore,Bengaluru,23:00,23:55
877,Mangalore,Bengaluru,23:00,23:55
877,Mangalore,Bengaluru,23:00,23:55
877,Mangalore,Bengaluru,23:00,23:55
7211,Hyderabad,Vijayawada,09:20,10:25
7205,Hyderabad,Vijayawada,13:10,14:20
7167,Hyderabad,Vijayawada,16:45,17:55
7205,Hyderabad,Vijayawada,15:55,17:10
507,Bengaluru,Vijayawada,13:50,15:10
7328,Tirupati,Vijayawada,11:55,13:20
981,Hyderabad,Ranchi,17:10,18:25
981,Hyderabad,Ranchi,13:30,15:20
981,Hyderabad,Ranchi,13:30,15:20
6325,Delhi,Ranchi,15:35,17:15
6325,Delhi,Ranchi,15:35,17:25
6325,Delhi,Ranchi,16:25,18:15
535,Delhi,Ranchi,18:15,20:05
421,Delhi,Ranchi,06:25,08:35
421,Delhi,Ranchi,07:55,09:50
421,Delhi,Ranchi,07:55,09:50
255,Bengaluru,Ranchi,13:45,16:15
255,Bengaluru,Ranchi,13:45,16:15
255,Bengaluru,Ranchi,18:00,20:05
997,Kolkata,Ranchi,18:45,19:55
997,Kolkata,Ranchi,18:45,19:55
6915,Hyderabad,Indore,13:55,15:30
587,Hyderabad,Indore,17:55,19:30
883,Hyderabad,Indore,12:55,14:35
733,Delhi,Indore,13:40,15:05
509,Nagpur,Indore,08:15,09:20
5386,Mumbai,Indore,07:35,09:00
5326,Mumbai,Indore,15:10,16:50
225,Mumbai,Indore,19:15,20:50
228,Jodhpur,Indore,14:00,15:05
7296,Ahmedabad,Indore,14:40,15:45
368,Bengaluru,Indore,12:25,14:15
228,Vadodara,Indore,14:00,15:05
7285,Allahabad,Indore,09:30,11:40
245,Raipur,Indore,08:35,10:00
708,Raipur,Indore,17:20,18:35
721,Pune,Indore,01:15,02:30
252,Goa,Indore,13:00,14:45
227,Kolkata,Indore,09:35,11:55
227,Kolkata,Indore,09:35,11:55
6537,Hyderabad,Vadodara,13:20,15:00
2064,Delhi,Vadodara,13:45,15:20
2698,Delhi,Vadodara,18:50,20:30
2698,Delhi,Vadodara,18:55,20:40
2064,Delhi,Vadodara,10:30,12:45
6186,Mumbai,Vadodara,05:10,06:30
181,Mumbai,Vadodara,12:20,13:30
917,Mumbai,Vadodara,15:15,16:40
5342,Mumbai,Vadodara,18:25,19:25
227,Indore,Vadodara,12:25,13:20
958,Guwahati,Silchar,10:40,11:35
433,Kolkata,Silchar,13:50,14:55
5914,Mumbai,Allahabad,11:15,13:30
5998,Bengaluru,Allahabad,10:25,13:00
5998,Bengaluru,Allahabad,10:25,13:00
5998,Bengaluru,Allahabad,10:35,13:00
7286,Indore,Allahabad,12:05,14:05
7988,Raipur,Allahabad,14:00,16:05
5984,Pune,Allahabad,10:45,13:10
5984,Pune,Allahabad,14:05,16:30
938,Hyderabad,Raipur,07:50,09:10
6467,Hyderabad,Raipur,13:45,15:05
7249,Hyderabad,Raipur,18:05,20:05
7249,Hyderabad,Raipur,18:40,20:35
2201,Delhi,Raipur,12:30,14:20
2033,Delhi,Raipur,14:10,15:55
2912,Delhi,Raipur,17:25,19:15
2757,Delhi,Raipur,07:10,09:00
509,Delhi,Raipur,15:05,16:50
2912,Delhi,Raipur,17:10,19:00
451,Lucknow,Raipur,16:05,17:25
801,Mumbai,Raipur,08:55,11:10
324,Mumbai,Raipur,14:05,16:15
163,Ahmedabad,Raipur,05:50,07:55
378,Bengaluru,Raipur,07:30,10:25
378,Bengaluru,Raipur,08:30,10:25
378,Bengaluru,Raipur,08:30,10:25
252,Indore,Raipur,15:20,16:40
7989,Allahabad,Raipur,11:30,13:30
708,Kolkata,Raipur,15:10,16:50
7241,Bengaluru,Tuticorin,06:55,09:00
7241,Bengaluru,Tuticorin,07:20,09:00
7241,Bengaluru,Tuticorin,07:20,09:00
7228,Chennai,Tuticorin,11:15,13:00
7185,Chennai,Tuticorin,13:00,14:20
269,Hyderabad,Chandigarh,11:50,14:25
922,Hyderabad,Chandigarh,14:15,16:50
6183,Hyderabad,Chandigarh,16:25,19:10
937,Delhi,Chandigarh,13:35,14:35
495,Mumbai,Chandigarh,09:15,11:35
734,Mumbai,Chandigarh,11:55,14:10
5332,Mumbai,Chandigarh,20:00,22:35
6162,Patna,Chandigarh,11:40,13:50
7261,Jaipur,Chandigarh,10:30,12:05
592,Bengaluru,Chandigarh,10:50,14:00
6015,Indore,Chandigarh,20:45,22:40
337,Pune,Chandigarh,03:55,06:30
806,Goa,Chandigarh,23:25,02:15
376,Srinagar,Chandigarh,09:35,11:05
527,Hyderabad,Pune,14:10,15:20
496,Hyderabad,Pune,14:25,15:40
118,Hyderabad,Pune,22:15,23:30
466,Hyderabad,Pune,12:20,13:30
466,Hyderabad,Pune,16:05,17:20
105,Delhi,Pune,14:45,16:45
286,Delhi,Pune,17:55,20:00
671,Delhi,Pune,21:00,23:00
951,Delhi,Pune,23:35,01:35
271,Delhi,Pune,10:00,12:10
6335,Nagpur,Pune,02:30,04:20
135,Nagpur,Pune,12:40,14:00
221,Nagpur,Pune,22:10,23:25
147,Nagpur,Pune,23:55,01:20
337,Kochi,Pune,01:35,03:20
116,Jaipur,Pune,22:10,23:50
426,Bengaluru,Pune,17:30,19:00
426,Bengaluru,Pune,17:30,19:00
5983,Allahabad,Pune,08:00,10:10
5983,Allahabad,Pune,11:00,13:35
117,Goa,Pune,02:10,03:10
746,Kolkata,Pune,23:30,02:15
2554,Delhi,Udaipur,13:05,14:25
5041,Delhi,Udaipur,16:00,17:20
764,Mumbai,Udaipur,17:05,18:35
382,Hyderabad,Tirupati,11:10,12:20
5013,Hyderabad,Tirupati,12:55,14:05
186,Hyderabad,Tirupati,08:35,09:45
7992,Kolhapur,Tirupati,10:00,11:50
7332,Rajahmundry,Tirupati,18:15,19:50
7329,Vijayawada,Tirupati,14:00,15:30
7966,Hyderabad,Belgaum,15:00,16:25
7223,Bengaluru,Belgaum,11:30,12:45
186,Hyderabad,Guwahati,09:10,11:55
292,Hyderabad,Guwahati,15:10,17:35
6538,Hyderabad,Guwahati,05:20,08:00
889,Delhi,Guwahati,12:25,15:05
251,Delhi,Guwahati,05:05,07:25
2157,Delhi,Guwahati,08:10,10:20
277,Delhi,Guwahati,09:45,12:20
2192,Delhi,Guwahati,14:15,16:30
694,Delhi,Guwahati,17:20,19:45
6159,Lucknow,Guwahati,16:50,18:40
958,Mumbai,Guwahati,06:50,10:05
813,Mumbai,Guwahati,16:40,19:55
614,Imphal,Guwahati,09:55,10:45
187,Imphal,Guwahati,14:15,15:20
614,Imphal,Guwahati,10:10,11:00
291,Imphal,Guwahati,10:45,11:20
6929,Patna,Guwahati,16:30,18:30
477,Bengaluru,Guwahati,16:30,19:30
477,Bengaluru,Guwahati,16:30,19:30
433,Silchar,Guwahati,15:25,16:25
459,Aizwal,Guwahati,11:30,15:40
6906,Jorhat,Guwahati,11:35,12:25
291,Jorhat,Guwahati,10:30,11:20
6572,Dibrugarh,Guwahati,13:55,15:10
2158,Dibrugarh,Guwahati,14:00,15:10
6623,Kolkata,Guwahati,05:55,07:20
292,Kolkata,Guwahati,16:20,17:35
6151,Hyderabad,Chennai,08:50,10:00
311,Hyderabad,Chennai,10:00,11:20
683,Hyderabad,Chennai,11:05,12:20
311,Hyderabad,Chennai,14:05,15:30
597,Hyderabad,Chennai,15:10,16:25
6557,Hyderabad,Chennai,16:15,17:40
381,Hyderabad,Chennai,16:50,18:10
274,Hyderabad,Chennai,18:00,19:25
6216,Hyderabad,Chennai,20:25,21:40
121,Hyderabad,Chennai,22:50,00:10
546,Hyderabad,Chennai,12:50,12:10
6117,Hyderabad,Chennai,14:45,16:10
7274,Hyderabad,Chennai,19:00,20:30
223,Hyderabad,Chennai,19:40,21:00
343,Thiruvananthapuram,Chennai,11:30,12:55
6344,Thiruvananthapuram,Chennai,11:50,13:20
2519,Delhi,Chennai,21:45,00:40
2031,Delhi,Chennai,08:00,10:55
2406,Delhi,Chennai,09:30,12:20
6236,Delhi,Chennai,12:10,15:10
2028,Delhi,Chennai,15:25,18:20
7843,Calicut,Chennai,13:50,15:35
7194,Madurai,Chennai,07:35,09:10
7228,Madurai,Chennai,11:35,12:55
7196,Madurai,Chennai,12:30,13:55
7198,Madurai,Chennai,17:35,19:00
518,Lucknow,Chennai,19:15,21:50
591,Kochi,Chennai,09:45,11:10
141,Kochi,Chennai,10:50,12:10
571,Kochi,Chennai,13:35,15:05
986,Kochi,Chennai,15:15,16:40
141,Kochi,Chennai,11:00,12:15
6834,Mumbai,Chennai,09:35,11:45
323,Mumbai,Chennai,11:35,13:35
928,Mumbai,Chennai,13:15,15:25
5391,Mumbai,Chennai,18:05,20:15
675,Mumbai,Chennai,19:25,21:35
881,Visakhapatnam,Chennai,12:20,13:40
512,Visakhapatnam,Chennai,15:20,16:45
6001,Visakhapatnam,Chennai,17:30,18:50
6226,Visakhapatnam,Chennai,23:15,00:45
7124,Rajahmundry,Chennai,12:05,13:30
925,Patna,Chennai,13:50,16:25
905,Port Blair,Chennai,07:40,09:50
624,Port Blair,Chennai,10:45,13:15
569,Jaipur,Chennai,13:50,16:20
605,Jaipur,Chennai,18:20,21:10
6012,Bengaluru,Chennai,08:00,09:05
6004,Bengaluru,Chennai,19:20,20:15
6004,Bengaluru,Chennai,19:20,20:15
6004,Bengaluru,Chennai,19:20,20:15
7135,Vijayawada,Chennai,18:20,19:45
756,Indore,Chennai,15:30,17:40
612,Vadodara,Chennai,20:50,23:40
613,Raipur,Chennai,15:30,17:35
7184,Tuticorin,Chennai,07:50,09:30
7186,Tuticorin,Chennai,13:25,15:00
7188,Tuticorin,Chennai,16:40,18:25
6406,Pune,Chennai,00:40,02:25
407,Pune,Chennai,10:55,12:45
302,Pune,Chennai,14:10,15:55
547,Pune,Chennai,22:40,00:30
6558,Guwahati,Chennai,06:20,09:30
119,Guwahati,Chennai,11:55,15:10
119,Guwahati,Chennai,11:55,14:55
7987,Hubli,Chennai,11:50,13:35
7987,Hubli,Chennai,11:20,13:10
475,Surat,Chennai,18:20,20:25
208,Coimbatore,Chennai,07:25,08:30
7144,Tiruchirappalli,Chennai,09:30,10:40
7146,Tiruchirappalli,Chennai,11:05,12:15
7148,Tiruchirappalli,Chennai,16:20,17:25
137,Goa,Chennai,06:45,08:25
137,Goa,Chennai,06:45,08:25
137,Goa,Chennai,06:45,08:25
412,Goa,Chennai,15:30,17:15
563,Kolkata,Chennai,08:15,10:35
275,Kolkata,Chennai,14:30,17:00
759,Kolkata,Chennai,15:05,17:30
192,Kolkata,Chennai,17:30,19:50
534,Kolkata,Chennai,18:25,20:45
291,Kolkata,Chennai,20:10,22:20
7101,Mangalore,Chennai,08:30,10:20
7965,Kochi,Hubli,06:30,08:20
693,Mumbai,Hubli,13:30,14:55
7162,Bengaluru,Hubli,13:35,15:00
7979,Kannur,Hubli,10:15,11:30
7996,Goa,Hubli,19:05,19:45
7313,Mangalore,Hubli,18:45,19:55
7345,Guwahati,Aizwal,10:50,12:00
7174,Kolkata,Aizwal,14:00,15:20
939,Guwahati,Jorhat,10:15,11:05
457,Guwahati,Jorhat,09:10,09:50
5989,Kolkata,Jorhat,10:30,12:00
493,Hyderabad,Surat,09:25,11:20
5028,Delhi,Surat,15:10,17:05
5034,Delhi,Surat,06:15,08:25
2177,Delhi,Surat,16:45,18:50
6846,Bengaluru,Surat,09:00,10:40
6846,Bengaluru,Surat,09:00,10:40
5029,Goa,Surat,19:40,21:00
752,Hyderabad,Coimbatore,13:30,14:55
6776,Hyderabad,Coimbatore,20:05,21:30
914,Hyderabad,Coimbatore,09:35,11:00
606,Hyderabad,Coimbatore,18:40,20:00
6752,Delhi,Coimbatore,14:40,17:35
2168,Delhi,Coimbatore,06:25,09:15
6908,Delhi,Coimbatore,18:40,21:35
6313,Mumbai,Coimbatore,06:15,08:15
166,Mumbai,Coimbatore,11:40,13:40
5319,Mumbai,Coimbatore,19:30,21:35
252,Ahmedabad,Coimbatore,08:40,10:50
346,Bengaluru,Coimbatore,07:55,08:45
346,Bengaluru,Coimbatore,08:00,08:45
531,Bengaluru,Coimbatore,12:55,13:50
6877,Pune,Coimbatore,04:15,05:55
7225,Hyderabad,Kannur,19:05,21:15
7216,Hyderabad,Kannur,14:35,16:45
7976,Thiruvananthapuram,Kannur,13:45,15:10
7252,Thiruvananthapuram,Kannur,20:25,21:50
7958,Kochi,Kannur,10:30,11:35
7353,Kochi,Kannur,20:30,21:35
7958,Kochi,Kannur,19:45,20:45
7974,Bengaluru,Kannur,09:50,11:25
7974,Bengaluru,Kannur,10:00,11:25
7974,Bengaluru,Kannur,10:00,11:25
7138,Bengaluru,Kannur,18:10,19:35
7981,Hubli,Kannur,08:40,09:55
7985,Goa,Kannur,23:55,01:25
955,Delhi,Jammu,14:10,15:40
2559,Delhi,Jammu,07:30,09:00
554,Delhi,Jammu,09:25,11:00
2073,Delhi,Jammu,10:25,12:00
2171,Delhi,Jammu,14:05,15:35
559,Mumbai,Jammu,10:20,13:25
7121,Hyderabad,Bhopal,10:15,12:40
7121,Hyderabad,Bhopal,11:20,13:50
5356,Delhi,Bhopal,12:55,14:15
2053,Delhi,Bhopal,15:00,16:30
2022,Delhi,Bhopal,17:45,19:25
2061,Delhi,Bhopal,07:00,08:25
2061,Delhi,Bhopal,07:00,08:25
2053,Delhi,Bhopal,13:45,15:20
451,Lucknow,Bhopal,16:05,17:30
211,Bengaluru,Bhopal,10:10,12:25
211,Bengaluru,Bhopal,10:20,12:25
211,Bengaluru,Bhopal,10:20,12:25
211,Bengaluru,Bhopal,10:20,12:25
211,Bengaluru,Bhopal,10:20,12:25
7925,Allahabad,Bhopal,13:00,14:35
954,Surat,Bhopal,09:50,10:55
6889,Delhi,Dibrugarh,06:50,09:25
7934,Dimapur,Dibrugarh,12:30,14:10
7947,Imphal,Dibrugarh,09:20,10:25
2157,Guwahati,Dibrugarh,11:20,13:20
889,Delhi,Agartala,12:10,14:40
358,Imphal,Agartala,13:25,14:15
386,Imphal,Agartala,13:10,14:10
385,Bengaluru,Agartala,08:10,11:00
385,Bengaluru,Agartala,08:10,11:00
112,Guwahati,Agartala,08:50,09:50
457,Guwahati,Agartala,10:35,11:30
525,Guwahati,Agartala,16:00,16:50
139,Kolkata,Agartala,07:30,08:30
861,Kolkata,Agartala,08:25,09:30
358,Kolkata,Agartala,11:30,12:30
374,Kolkata,Agartala,12:40,13:35
892,Kolkata,Agartala,14:40,15:40
276,Kolkata,Agartala,16:05,17:15
7116,Hyderabad,Tiruchirappalli,16:35,18:45
6752,Hyderabad,Tiruchirappalli,11:40,13:10
7234,Bengaluru,Tiruchirappalli,07:45,09:20
7234,Bengaluru,Tiruchirappalli,07:45,09:20
2323,Bengaluru,Tiruchirappalli,17:40,19:00
2323,Bengaluru,Tiruchirappalli,17:40,19:00
743,Hyderabad,Goa,05:25,06:50
905,Hyderabad,Goa,12:40,14:15
6809,Hyderabad,Goa,16:30,18:00
367,Delhi,Goa,12:10,14:50
161,Delhi,Goa,12:15,14:55
614,Delhi,Goa,14:40,17:15
399,Delhi,Goa,15:45,18:20
792,Delhi,Goa,18:45,21:30
2024,Delhi,Goa,11:50,14:30
763,Nagpur,Goa,01:30,03:15
588,Lucknow,Goa,16:55,19:35
588,Lucknow,Goa,17:45,20:35
977,Kochi,Goa,21:40,23:10
179,Mumbai,Goa,11:20,12:40
831,Mumbai,Goa,12:25,14:00
419,Mumbai,Goa,15:20,16:40
793,Mumbai,Goa,16:05,17:35
293,Bengaluru,Goa,12:10,13:15
293,Bengaluru,Goa,12:10,13:15
636,Bengaluru,Goa,18:20,19:40
636,Bengaluru,Goa,18:20,19:40
245,Indore,Goa,10:35,12:30
116,Pune,Goa,00:30,01:35
411,Chennai,Goa,13:05,14:30
7995,Hubli,Goa,17:55,18:40
5028,Surat,Goa,17:45,19:10
7984,Kannur,Goa,22:10,23:35
634,Kolkata,Goa,11:25,14:30
6358,Hyderabad,Kolkata,08:50,11:00
6557,Hyderabad,Kolkata,12:05,14:10
997,Hyderabad,Kolkata,15:55,18:05
392,Hyderabad,Kolkata,17:40,20:05
944,Hyderabad,Kolkata,20:30,22:45
132,Hyderabad,Kolkata,11:00,13:00
921,Delhi,Kolkata,13:40,15:50
786,Delhi,Kolkata,15:30,17:45
283,Delhi,Kolkata,17:05,19:15
307,Delhi,Kolkata,18:00,20:10
716,Varanasi,Kolkata,19:30,20:55
6572,Bhubaneswar,Kolkata,06:15,07:35
458,Bhubaneswar,Kolkata,14:00,15:15
664,Nagpur,Kolkata,06:40,08:30
6444,Bagdogra,Kolkata,15:15,16:20
7714,Gaya,Kolkata,16:20,17:50
417,Dimapur,Kolkata,12:50,14:10
417,Dimapur,Kolkata,15:00,16:35
244,Lucknow,Kolkata,11:00,12:45
6181,Mumbai,Kolkata,04:50,07:45
374,Mumbai,Kolkata,09:20,12:00
323,Mumbai,Kolkata,11:35,14:25
5313,Mumbai,Kolkata,15:45,18:40
395,Mumbai,Kolkata,18:10,21:10
587,Mumbai,Kolkata,22:10,00:55
587,Mumbai,Kolkata,22:10,00:55
557,Visakhapatnam,Kolkata,08:50,10:50
5926,Amritsar,Kolkata,09:40,12:15
202,Imphal,Kolkata,11:00,12:15
202,Imphal,Kolkata,11:00,12:15
358,Imphal,Kolkata,14:30,15:40
6353,Imphal,Kolkata,14:25,15:50
634,Patna,Kolkata,09:45,10:50
708,Patna,Kolkata,13:20,14:35
342,Patna,Kolkata,18:45,19:50
6616,Port Blair,Kolkata,09:55,12:10
207,Ahmedabad,Kolkata,09:10,11:30
6155,Jaipur,Kolkata,11:30,14:00
447,Jaipur,Kolkata,08:00,10:00
6156,Jaipur,Kolkata,16:45,19:05
6339,Bengaluru,Kolkata,06:35,09:00
489,Bengaluru,Kolkata,11:20,13:50
489,Bengaluru,Kolkata,11:20,13:50
489,Bengaluru,Kolkata,11:20,13:50
329,Bengaluru,Kolkata,20:30,23:05
329,Bengaluru,Kolkata,20:30,23:05
228,Indore,Kolkata,15:35,17:40
228,Indore,Kolkata,15:35,17:40
958,Silchar,Kolkata,12:05,13:25
252,Raipur,Kolkata,17:10,18:40
376,Chandigarh,Kolkata,08:25,10:50
553,Pune,Kolkata,00:45,03:15
623,Pune,Kolkata,02:55,05:25
6359,Pune,Kolkata,06:10,08:40
394,Guwahati,Kolkata,12:20,13:40
894,Guwahati,Kolkata,15:35,17:00
6248,Guwahati,Kolkata,21:15,22:40
6248,Guwahati,Kolkata,07:40,09:10
349,Guwahati,Kolkata,10:45,12:05
115,Chennai,Kolkata,10:10,12:40
5988,Jorhat,Kolkata,10:05,11:50
206,Dibrugarh,Kolkata,14:20,16:10
206,Dibrugarh,Kolkata,14:35,16:20
446,Dibrugarh,Kolkata,09:00,10:45
206,Dibrugarh,Kolkata,13:30,15:30
362,Agartala,Kolkata,09:30,10:30
488,Agartala,Kolkata,17:00,18:05
633,Goa,Kolkata,15:00,17:50
2486,Delhi,Srinagar,12:35,14:05
2148,Delhi,Srinagar,15:05,16:35
2011,Delhi,Srinagar,08:05,09:40
2486,Delhi,Srinagar,12:40,14:05
2132,Delhi,Srinagar,13:00,14:20
2148,Delhi,Srinagar,14:55,16:35
554,Jammu,Srinagar,09:35,10:15
576,Jammu,Srinagar,10:00,10:45
559,Jammu,Srinagar,14:05,15:00
2559,Jammu,Srinagar,10:00,10:50
5305,Mumbai,Jabalpur,16:15,17:55
7103,Hyderabad,Mangalore,18:40,20:35
7146,Hyderabad,Mangalore,15:40,17:30
6175,Mumbai,Mangalore,15:35,17:10
2175,Bengaluru,Mangalore,10:30,11:30
279,Bengaluru,Mangalore,12:30,13:20
7141,Chennai,Mangalore,13:45,15:40
7312,Hubli,Mangalore,17:15,18:25
899,Delhi,Hyderabad,14:45,17:00
879,Delhi,Hyderabad,17:35,19:55
829,Delhi,Hyderabad,07:30,09:30
899,Delhi,Hyderabad,14:20,16:30
873,Mumbai,Hyderabad,06:10,07:35
877,Mumbai,Hyderabad,10:40,12:05
875,Mumbai,Hyderabad,19:15,20:55
